School Name,Degree Level,PGM-CD,Program Name,CIP,Add/Dis/Mov/Red,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Hood College,BACHELORS,100100,ART & ARCHEAOLOGY,500701,,31,41,41,45,40,51,45,45,42,39,31,25,16,23
Hood College,BACHELORS,100500,MUSIC,500901,,5,8,6,10,13,11,5,3,2,6,5,5,2,1
Hood College,BACHELORS,110100,FRENCH AND GERMAN,169999,Discontinued in 2017,0,2,2,0,2,1,0,0,0,0,0,0,0,0
Hood College,BACHELORS,110200,FRENCH,160901,,2,7,4,6,9,7,9,7,6,2,4,5,5,0
Hood College,BACHELORS,110300,GERMAN,160501,Approved in 2004,2,1,0,0,1,2,1,2,1,0,0,1,3,2
Hood College,BACHELORS,110500,SPAN: IBERIAN & LATIN AMER CULT STU,160905,,5,8,6,0,6,9,10,7,6,3,0,3,2,4
Hood College,BACHELORS,120300,NURSING,513801,Approved in 2011,0,0,0,0,0,12,25,21,17,14,13,10,3,0
Hood College,BACHELORS,120301,NURSING,513801,Approved in 2014,0,0,0,0,0,0,0,0,1,26,31,54,72,75
Hood College,BACHELORS,149902,LAW & SOCIETY,220000,Approved in 1979,27,26,23,27,29,30,27,39,28,11,4,1,0,0
Hood College,BACHELORS,150100,"ENGLISH, GENERAL",230101,,39,41,36,42,47,46,39,50,48,33,39,33,23,33
Hood College,BACHELORS,150901,PHILOSOPHY,380101,,5,4,5,12,12,4,4,3,5,3,0,1,2,1
Hood College,BACHELORS,151000,RELIGION,380201,,4,3,2,3,4,6,4,2,1,0,0,0,0,0
Hood College,BACHELORS,170100,MATHEMATICS,270101,,28,28,24,32,31,28,13,24,26,21,20,18,21,20
Hood College,BACHELORS,190500,CHEMISTRY,400501,,14,15,16,12,20,13,12,8,7,11,11,7,7,5
Hood College,BACHELORS,200101,PSYCHOLOGY,420101,,85,101,91,86,85,81,81,83,89,72,64,54,49,45
Hood College,BACHELORS,210400,SOCIAL WORK,440701,Approved in 1979,39,38,37,36,43,47,50,56,54,47,31,22,31,29
Hood College,BACHELORS,210500,LAW & CRIMINAL JUSTICE,430104,Approved in 2014,0,0,0,0,0,0,0,0,8,22,33,33,38,30
Hood College,BACHELORS,220400,ECONOMICS,450601,,14,15,18,16,8,10,8,10,12,11,16,12,7,7
Hood College,BACHELORS,220500,HISTORY,540101,,49,61,42,45,58,46,37,56,48,29,23,22,25,22
Hood College,BACHELORS,220700,POLITICAL SCIENCE,451001,,22,25,27,20,25,27,34,25,26,28,17,13,9,15
Hood College,BACHELORS,220801,SOCIOLOGY,451101,,12,13,15,14,18,16,17,24,19,17,17,12,14,18
Hood College,BACHELORS,221001,GLOBAL STUDIES,302001,Approved in 2014,0,0,0,0,0,0,0,0,0,5,10,11,11,11
Hood College,BACHELORS,499901,INTERDISCIPLINARY STUDIES,309999,,0,0,2,1,2,3,3,1,1,2,1,0,0,1
Hood College,BACHELORS,499902,COMPUTATIONAL SCIENCE,303001,Approved in 2011,0,0,0,0,0,0,0,3,4,3,2,2,1,1
Hood College,BACHELORS,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,489,521,570,529,546,566,551,443,451,404,367,403,402,446
Hood College,NON-DEGREE UNDERGRADUATE,40100,"BIOLOGY,GENERAL",260101,,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Hood College,NON-DEGREE UNDERGRADUATE,150100,"ENGLISH, GENERAL",230101,,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Hood College,NON-DEGREE UNDERGRADUATE,220500,HISTORY,540101,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Hood College,NON-DEGREE UNDERGRADUATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,42,68,64,69,63,51,41,42,29,31,23,20,29,20
Hood College,POST BACCALAUREATE CERTIFICATE,49900,BIOINFORMATICS,261103,Approved in 2014,0,0,0,0,0,0,0,0,0,6,16,9,4,1
Hood College,POST BACCALAUREATE CERTIFICATE,50603,ORGANIZATIONAL MANAGEMENT,520213,Approved in 2014,0,0,0,0,0,0,0,0,0,0,2,2,4,3
Hood College,POST BACCALAUREATE CERTIFICATE,50611,ACCOUNTING,520301,Approved in 2014,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Hood College,POST BACCALAUREATE CERTIFICATE,70102,CYBERSECURITY,111003,Approved in 2009,0,0,0,0,2,2,1,2,5,4,3,1,4,0
Hood College,POST BACCALAUREATE CERTIFICATE,80105,TEACH STRUGGLING READER ADV STUDY P,131315,Approved in 2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hood College,POST BACCALAUREATE CERTIFICATE,82700,EDUCATIONAL LEADERSHIP,130401,Approved in 2008,0,0,0,0,0,0,0,0,0,0,0,0,100,94
Hood College,POST BACCALAUREATE CERTIFICATE,82901,ELEMENTARY STEM EDUCATION,130301,Approved in 2013,0,0,0,0,0,0,0,4,2,5,1,1,2,1
Hood College,POST BACCALAUREATE CERTIFICATE,83300,SECONDARY MATHEMATICS EDUCATION,131311,Approved in 2003,2,0,1,2,0,0,1,1,1,1,1,1,1,2
Hood College,POST BACCALAUREATE CERTIFICATE,100903,CERAMIC ART,500711,Approved in 2003,20,19,21,25,11,8,5,4,3,5,3,4,4,8
Hood College,POST BACCALAUREATE CERTIFICATE,110103,CERTIF. OF PROFICIENCY-FOREIGN LANG,160101,Discontinued in 2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hood College,POST BACCALAUREATE CERTIFICATE,120100,REGULATORY COMPLIANCE,519999,Approved in 1999,17,17,13,10,9,8,9,6,7,5,2,0,0,0
Hood College,POST BACCALAUREATE CERTIFICATE,220600,GEOGRAPHIC INFORMATION SYSTEMS,110401,Approved in 2013,0,0,0,0,0,0,0,1,1,1,2,0,2,2
Hood College,POST BACCALAUREATE CERTIFICATE,229901,GERONTOLOGY,301101,Approved in 2012,0,0,0,0,0,0,0,0,0,2,2,1,0,0
Hood College,POST BACCALAUREATE CERTIFICATE,499901,THANATOLOGY,309999,,5,9,10,11,8,7,14,6,8,4,2,1,0,6
Hood College,POST BACCALAUREATE CERTIFICATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hood College,MASTERS,42000,ENVIRONMENTAL BIOLOGY,261305,Approved in 1991,54,66,63,58,66,62,60,60,49,45,40,39,39,41
Hood College,MASTERS,49900,BIOINFORMATICS,261103,Approved in 2016,0,0,0,0,0,0,0,0,0,0,5,15,24,32
Hood College,MASTERS,50601,BUSINESS ADMINISTRATION,520201,Approved in 1989,172,193,187,187,143,142,156,161,150,143,124,109,94,80
Hood College,MASTERS,50605,MANAGEMENT OF INFORMATION TECHNOLOG,111099,Approved in 2001,13,14,19,17,15,18,29,31,32,20,16,17,28,23
Hood College,MASTERS,70100,INFORMATION TECHNOLOGY,110101,Approved in 1984,39,44,38,37,42,7,4,95,94,88,61,68,52,38
Hood College,MASTERS,70101,COMPUTER SCIENCE,110701,Approved in 2004,21,29,30,41,42,32,33,35,44,57,70,53,36,33
Hood College,MASTERS,70102,CYBERSECURITY,111003,Approved in 2017,0,0,0,0,0,0,0,0,0,0,0,4,20,41
Hood College,MASTERS,80100,EDUCATION - MULTIDISCIPLINARY STUDI,131299,Approved in 2016,0,0,0,0,0,0,0,0,0,0,0,3,9,10
Hood College,MASTERS,82700,EDUCATIONAL LEADERSHIP,130401,Approved in 1993,96,96,96,126,121,102,105,97,110,110,118,101,87,78
Hood College,MASTERS,82800,MATHEMATICS INSTRUCTIONAL LEADERSHI,130404,Approved in 2016,0,0,0,0,0,0,0,0,0,0,0,7,5,12
Hood College,MASTERS,82900,CURRICULUM AND INSTRUCTION,130301,Approved in 1994,122,134,116,106,98,99,110,91,84,87,88,75,72,59
Hood College,MASTERS,83000,READING SPECIALIZATION,131315,Approved in 2005,71,61,68,61,61,63,61,45,44,39,37,39,41,35
Hood College,MASTERS,83300,MATHEMATICS EDUCATION,131311,Approved in 2007,0,0,0,30,34,45,34,45,33,35,25,21,14,15
Hood College,MASTERS,100903,CERAMIC ARTS,500711,Approved in 2005,2,4,4,11,7,6,6,19,21,20,21,20,23,19
Hood College,MASTERS,120100,BIOMEDICAL SCIENCE,260102,,81,104,96,81,87,64,69,89,96,84,82,86,83,74
Hood College,MASTERS,200402,COUNSELING,511508,Approved in 2015,0,0,0,0,0,0,0,0,0,19,43,62,71,76
Hood College,MASTERS,490300,HUMANITIES,240103,Approved in 2002,34,42,38,31,35,41,31,31,17,28,26,21,23,17
Hood College,MASTERS,499901,HUMAN SCIENCES,199999,,51,60,58,61,77,43,42,34,29,28,23,25,20,17
Hood College,MASTERS,499920,THANATOLOGY,309999,Approved in 2002,22,38,40,27,0,36,30,29,27,16,9,4,1,1
Hood College,MASTERS,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,0,0,28,0,0,38,73,0,0,0,0,0,0,0
Hood College,DOCTORATE(RESEARCH & SCHOLARSHIP),50601,ORGANIZATIONAL LEADERSHIP (DBA),520213,Approved in 2015,0,0,0,0,0,0,0,0,0,0,6,10,10,10
Hood College,DOCTORATE(RESEARCH & SCHOLARSHIP),50602,ORGANIZATIONAL LEADERSHIP (DOL),520213,Approved in 2015,0,0,0,0,0,0,0,0,0,0,12,25,43,46
Hood College,NON-DEGREE GRADUATE,82700,EDUCATIONAL LEADERSHIP,130401,,0,0,0,0,0,103,102,103,135,140,114,0,0,0
Hood College,NON-DEGREE GRADUATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,150,143,157,139,104,22,13,15,14,19,15,159,43,50
ITT Technical Institute,ASSOCIATE,500800,VISUAL COMMUNICATION,500401,Discontinued in 2016,0,0,0,49,148,160,0,0,0,0,0,0,0,0
ITT Technical Institute,ASSOCIATE,510100,INFO TCHNLGY-COMPUTER NETWORK SYSTE,110103,Discontinued in 2016,59,224,395,605,661,534,0,0,0,0,0,0,0,0
ITT Technical Institute,ASSOCIATE,510101,INFO TCHNLGY-SOFTWARE APPLICA & PRO,110201,Discontinued in 2016,7,17,31,23,11,0,0,0,0,0,0,0,0,0
ITT Technical Institute,ASSOCIATE,510103,INFO TCHNLGY-MULTIMEDIA,110801,Discontinued in 2016,39,95,102,80,27,4,0,0,0,0,0,0,0,0
ITT Technical Institute,ASSOCIATE,510500,COMPUTER & ELECTRONICS ENGIN TCHNLG,150303,Discontinued in 2016,34,120,193,274,269,196,0,0,0,0,0,0,0,0
ITT Technical Institute,ASSOCIATE,530300,COMPUTER DRAFTING & DESIGN,151302,Discontinued in 2016,47,131,177,191,155,128,0,0,0,0,0,0,0,0
ITT Technical Institute,BACHELORS,50600,TECHNICAL PROJECT MANAGEMENT,520208,Discontinued in 2016,14,16,7,16,6,4,0,0,0,0,0,0,0,0
ITT Technical Institute,BACHELORS,70200,INFORMATION SYSTEMS SECURITY,111003,Discontinued in 2016,48,56,37,46,75,96,0,0,0,0,0,0,0,0
ITT Technical Institute,BACHELORS,70201,DATA COMMUNICATIONS SYSTEMS TECHNOL,110301,Discontinued in 2016,23,21,10,6,2,0,0,0,0,0,0,0,0,0
ITT Technical Institute,BACHELORS,79910,DIGITAL ENTERTAINMENT & GAME DESIGN,100304,Discontinued in 2016,0,0,0,0,5,4,0,0,0,0,0,0,0,0
ITT Technical Institute,BACHELORS,92500,ELECTRONICS & COMMICATION ENGIN. TC,159999,Discontinued in 2016,24,21,10,17,30,44,0,0,0,0,0,0,0,0
ITT Technical Institute,BACHELORS,92503,CONSTRUCTION MANAGEMENT,522001,Discontinued in 2016,0,0,0,0,12,15,0,0,0,0,0,0,0,0
Johns Hopkins University,UPPER DIVISION CERTIFICATE,70200,INFORMATION SYSTEMS,110401,Discontinued in 2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,UPPER DIVISION CERTIFICATE,90100,ENGINEERING,140101,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,UPPER DIVISION CERTIFICATE,100401,PERFORMANCE,500903,Approved in 1992,1,0,0,0,0,0,0,0,1,2,3,2,1,0
Johns Hopkins University,BACHELORS,30200,EAST ASIAN STUDIES,50104,Approved in 1996,10,13,11,16,10,20,16,11,8,9,9,6,6,5
Johns Hopkins University,BACHELORS,30900,NEAR EASTERN STUDIES,50108,,7,5,6,5,5,7,5,4,4,6,3,3,2,2
Johns Hopkins University,BACHELORS,40100,BIOLOGY,260101,,138,98,117,105,97,114,103,93,71,71,62,58,48,39
Johns Hopkins University,BACHELORS,41501,BIOPHYSICS,260203,,25,34,40,46,49,51,54,50,44,48,61,60,69,85
Johns Hopkins University,BACHELORS,41702,CELLULAR AND MOLECULAR BIOLOGY,260406,Approved in 2003,123,157,183,181,235,226,220,215,232,244,282,345,394,426
Johns Hopkins University,BACHELORS,42000,ENVIROMENTAL SCIENCE,261301,,1,1,7,6,3,0,0,0,0,0,0,0,0,0
Johns Hopkins University,BACHELORS,42001,GLOBAL ENVRMNTL CHANGE & SUSTAINABI,30103,Approved in 2009,0,0,0,7,14,32,33,48,38,45,35,32,18,9
Johns Hopkins University,BACHELORS,42002,ENVIRONMENTAL SCIENCE,30104,Approved in 2017,0,0,0,0,0,0,0,0,0,0,0,0,14,19
Johns Hopkins University,BACHELORS,49902,BEHAVIORAL BIOLOGY,301701,,39,31,38,45,59,64,74,62,63,74,53,69,62,51
Johns Hopkins University,BACHELORS,50100,BUSINESS ADMINISTRATION,520101,,108,124,88,124,78,144,54,130,77,36,20,10,0,0
Johns Hopkins University,BACHELORS,50602,MANAGEMENT,520201,Discontinued in 1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Johns Hopkins University,BACHELORS,60500,FILM AND MEDIA STUDIES,100202,Approved in 1997,19,18,21,15,18,14,21,25,22,27,29,30,23,24
Johns Hopkins University,BACHELORS,70100,COMPUTER SCIENCE,110101,,78,72,87,94,108,117,125,137,186,210,254,311,340,382
Johns Hopkins University,BACHELORS,70200,INFORMATION SYSTEMS,110401,Discontinued in 2014,54,54,31,32,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,BACHELORS,83200,MUSIC EDUCATION,131312,,7,9,7,0,0,0,0,0,0,17,7,4,0,0
Johns Hopkins University,BACHELORS,90100,ENGINEERING SCIENCES,140101,,3,0,0,0,0,0,0,65,0,0,0,0,0,0
Johns Hopkins University,BACHELORS,90500,BIOMEDICAL ENGINEERING,140501,,426,438,425,460,456,478,472,480,488,483,476,473,459,478
Johns Hopkins University,BACHELORS,90600,CHEMICAL & BIOMOLECULAR ENGINEERING,140701,,297,288,332,324,305,289,300,296,330,354,350,332,337,312
Johns Hopkins University,BACHELORS,90800,CIVIL ENGINEERING,140801,Approved in 2009,47,51,57,55,57,51,56,57,55,49,43,42,27,19
Johns Hopkins University,BACHELORS,90900,ELECTRICAL ENGINEERING,141001,,74,48,48,55,61,67,81,82,82,76,61,63,62,64
Johns Hopkins University,BACHELORS,91000,MECHANICAL ENGINEERING,141901,,129,127,140,166,180,194,210,213,248,246,219,197,173,181
Johns Hopkins University,BACHELORS,91500,MATERIALS SCIENCE & ENGINEERING,141801,,52,64,69,60,51,56,62,63,75,72,60,68,67,61
Johns Hopkins University,BACHELORS,92100,ENGINEERING MECHANICS,141101,,14,12,15,17,9,12,18,15,15,14,12,11,8,9
Johns Hopkins University,BACHELORS,92200,ENVIRONMENTAL ENGINEERING,141401,,21,31,41,51,63,81,74,57,59,57,49,49,44,44
Johns Hopkins University,BACHELORS,99904,ENGINEERING (BA),140101,Approved in 1990,7,10,13,9,5,8,13,10,5,6,4,3,3,3
Johns Hopkins University,BACHELORS,99906,COMPUTER ENGINEERING,140901,Approved in 1996,44,41,33,43,45,41,50,50,59,55,49,43,50,52
Johns Hopkins University,BACHELORS,100300,ART HISTORY,500703,,36,26,28,22,23,19,28,19,32,19,21,11,11,8
Johns Hopkins University,BACHELORS,100401,PERFORMANCE,500903,Approved in 1992,278,270,275,307,282,293,266,259,234,198,211,214,232,239
Johns Hopkins University,BACHELORS,100402,JAZZ PERFORMANCE,500903,Approved in 2001,22,15,16,21,24,23,26,19,16,10,4,7,10,22
Johns Hopkins University,BACHELORS,100409,COMPOSITION,500904,,13,12,12,10,11,13,10,13,23,11,13,15,13,21
Johns Hopkins University,BACHELORS,100500,MUSIC,500901,Approved in 1990,1,0,0,0,0,0,0,8,0,8,6,9,12,23
Johns Hopkins University,BACHELORS,100505,MUSIC FOR NEW MEDIA,500913,Approved in 2017,0,0,0,0,0,0,0,0,0,0,0,0,14,22
Johns Hopkins University,BACHELORS,100800,BACHELOR OF FINE ARTS IN DANCE,500301,Approved in 2017,0,0,0,0,0,0,0,0,0,0,0,0,14,19
Johns Hopkins University,BACHELORS,110100,ROMANCE LANGUAGES,160900,,18,19,23,19,16,23,25,15,23,15,12,12,6,10
Johns Hopkins University,BACHELORS,110200,FRENCH,160901,Approved in 1985,4,6,7,5,10,4,3,4,2,4,6,1,4,2
Johns Hopkins University,BACHELORS,110300,GERMAN,160501,,5,5,3,4,3,2,1,1,0,0,0,0,0,0
Johns Hopkins University,BACHELORS,110900,LATIN AMERICAN STUDIES,161203,Approved in 1992,10,3,4,4,2,5,2,3,1,2,3,2,2,0
Johns Hopkins University,BACHELORS,120300,NURSING,513801,,455,372,368,360,411,395,416,448,447,290,0,0,0,0
Johns Hopkins University,BACHELORS,121400,PUBLIC HEALTH,512201,,226,246,306,370,355,342,327,332,374,375,395,391,391,385
Johns Hopkins University,BACHELORS,129914,NEUROSCIENCE,261501,Approved in 1996,222,171,249,256,275,277,308,299,275,334,367,392,412,399
Johns Hopkins University,BACHELORS,150100,ENGLISH,230101,,34,34,29,28,35,39,38,37,36,33,36,39,30,27
Johns Hopkins University,BACHELORS,150400,CLASSICS,161200,,13,14,11,14,10,6,11,10,9,12,12,12,8,3
Johns Hopkins University,BACHELORS,150700,WRITING SEMINARS,231302,,125,79,129,145,134,140,143,156,160,154,146,136,110,86
Johns Hopkins University,BACHELORS,150901,PHILOSOPHY,380101,,26,18,25,23,24,23,20,13,17,17,11,9,8,12
Johns Hopkins University,BACHELORS,170100,APPLIED MATHEMATICS & STATISTICS,270101,,63,74,77,93,106,105,129,134,134,159,177,185,184,210
Johns Hopkins University,BACHELORS,170301,APPLIED & COMPUTATIONAL MATHEMATICS,270301,,25,25,28,24,30,29,37,41,36,27,16,20,20,19
Johns Hopkins University,BACHELORS,190200,"PHYSICS,GENERAL",400801,,35,46,46,43,51,55,62,57,52,55,61,57,54,40
Johns Hopkins University,BACHELORS,190500,"CHEMISTRY,GENERAL",400501,,41,38,41,44,51,50,52,41,56,63,65,70,57,57
Johns Hopkins University,BACHELORS,191700,EARTH AND PLANETARY SCIENCES,400601,,3,5,5,12,13,12,13,8,4,9,11,11,6,8
Johns Hopkins University,BACHELORS,199902,"HISTORY OF SCIENCE, MEDICINE ,TECHN",540104,,9,6,10,13,8,8,4,4,5,5,5,9,8,6
Johns Hopkins University,BACHELORS,200101,"PSYCHOLOGY,GENERAL",422704,,150,142,155,154,157,155,137,116,115,102,86,82,79,115
Johns Hopkins University,BACHELORS,209902,COGNITIVE SCIENCE,302501,Approved in 1991,24,30,28,34,27,49,56,70,82,69,69,69,84,69
Johns Hopkins University,BACHELORS,210200,ORGANIZATIONAL LEADERSHIP,520213,Approved in 1997,73,94,97,73,59,45,38,38,32,29,37,31,14,6
Johns Hopkins University,BACHELORS,220200,ANTHROPOLOGY,450201,,11,20,27,35,27,15,17,14,15,15,13,9,10,10
Johns Hopkins University,BACHELORS,220300,ARCHAEOLOGY,450301,Approved in 2008,0,0,0,5,6,14,12,16,12,14,11,10,7,7
Johns Hopkins University,BACHELORS,220400,POLITICAL ECONOMY,450601,,134,143,179,171,173,156,181,209,220,205,212,202,189,187
Johns Hopkins University,BACHELORS,220500,HISTORY,540101,,50,64,58,51,51,54,51,43,39,41,43,31,30,29
Johns Hopkins University,BACHELORS,220600,GEOGRAPHY,450701,,2,2,1,1,2,1,0,0,0,1,0,0,0,0
Johns Hopkins University,BACHELORS,220700,POLITICAL SCIENCE,451001,,103,83,123,97,85,93,95,84,81,81,70,67,60,49
Johns Hopkins University,BACHELORS,220801,SOCIOLOGY,451101,,27,21,19,16,18,12,16,20,17,23,17,32,26,19
Johns Hopkins University,BACHELORS,221000,INTERNATIONAL STUDIES,450901,,231,208,293,317,317,280,252,245,256,261,256,237,220,235
Johns Hopkins University,BACHELORS,221101,AFRICANA STUDIES,50201,Approved in 2004,0,4,3,4,2,0,0,0,0,1,2,1,1,1
Johns Hopkins University,BACHELORS,490102,INTERDISCIPLINARY STUDIES,240101,Approved in 1987,74,43,15,3,0,0,1,0,0,0,0,1,0,0
Johns Hopkins University,BACHELORS,490103,"MEDICINE, SCIENCE AND THE HUMANITIE",302701,Approved in 2014,0,0,0,0,0,0,0,0,0,1,21,37,52,58
Johns Hopkins University,BACHELORS,490201,NATURAL SCIENCES,301801,,26,14,20,22,17,13,24,20,12,11,8,11,9,10
Johns Hopkins University,BACHELORS,490301,HUMANISTIC STUDIES,240103,,0,7,1,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,BACHELORS,490401,RECORDING ARTS & SCIENCES,100203,Approved in 1983,10,11,16,1,5,0,7,2,1,24,23,17,2,1
Johns Hopkins University,BACHELORS,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,1197,1437,1013,1084,1073,1001,1083,970,1059,983,1029,1014,971,1050
Johns Hopkins University,NON-DEGREE UNDERGRADUATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,464,116,28,30,19,20,91,185,318,565,426,445,497,527
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,20101,"CLIMATE CHG,ENERGY & ENVIRON SUSTAI",30103,Approved in 2008,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,40902,PHARMACOEPIDEMIOLOGY & DRUG SAFETY,261309,Approved in 2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,41602,PUBLIC HEALTH GLOBAL TOBACCO CONTRO,261309,Approved in 2008,0,0,0,0,0,0,0,0,0,14,0,18,17,11
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,41603,EPIDEMIOLOGY FOR PUBLIC HEALTH PROF,261309,Approved in 2014,0,0,0,0,0,0,0,0,0,0,0,2,1,2
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,41604,CLINICAL TRIALS,510719,Approved in 2015,0,0,0,0,0,0,0,0,0,0,1,0,2,3
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,49900,BIOTECHNOLOGY ENTERPRISE,261201,Approved in 2001,0,0,5,6,5,3,3,5,2,5,6,6,11,4
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50100,LEADERSHIP DEVELOPMENT PROGRAM,520101,Approved in 1995,26,61,54,29,32,16,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50102,THE BUSINESS OF MEDICINE,510701,Approved in 1995,74,45,40,42,29,27,24,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50103,THE BUSINESS OF HEALTH CARE,510701,Approved in 2014,0,0,0,0,0,0,0,0,21,38,28,13,2,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50401,INVESTMENTS,520807,Approved in 2006,0,7,7,8,6,6,13,12,9,4,8,3,2,1
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50605,TECHNICAL MANAGEMENT,520205,Approved in 2001,0,3,0,3,1,3,1,2,4,7,1,3,2,1
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50606,FINANCIAL MANAGEMENT,520201,Approved in 2005,8,14,17,16,10,4,13,17,17,14,11,7,13,12
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50607,LEADERSHIP & MNGMNT IN THE LIFE SCI,520201,Discontinued in 2014,5,4,11,1,1,1,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50608,HOMELAND SECURITY LEADERSHIP,520201,Discontinued in 2015,0,7,5,7,0,1,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50609,BUSINESS & MANAGEMENT,520201,Discontinued in 2015,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50610,TELECOMMUNICATIONS. AND INFO. SYS.,110901,Discontinued in 2011,3,49,34,3,1,0,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50614,INFORMATION SYSTEMS,520201,Discontinued in 2014,9,14,8,5,2,1,1,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50615,TELECOMMUNICATION SYSTEMS,520201,Discontinued in 2014,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50617,ELECTRONIC COMMERCE,520208,Discontinued in 2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50618,SKILLED FACILITATION,520201,Discontinued in 2011,0,8,3,1,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,50619,INTELLIGENCE,451001,Approved in 2014,0,0,0,0,0,0,0,0,1,19,29,24,16,21
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,51500,ORGANIZATIONAL DEVELOPMENT,521001,Discontinued in 2015,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,59910,ELECTRONIC BUSINESS,520299,Discontinued in 2015,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,59920,COMPETITIVE INTELLIGENCE,520299,Approved in 2004,2,3,0,0,0,7,8,2,2,2,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,60105,APPLIED RESEARCH FOR COMMUNICATION,90101,Approved in 2014,0,0,0,0,0,0,0,0,0,1,0,2,2,2
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,70107,GEOGRAPHIC INFORMATION SYSTEMS,110401,Approved in 2008,0,0,0,5,14,11,18,12,4,13,13,14,12,14
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,70200,INFORMATION SYSTEMS ENGINEERING,110401,Approved in 2010,0,0,0,0,1,1,1,2,0,2,1,4,3,2
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,70209,INFORMATION ASSURANCE,111003,Discontinued in 2013,0,0,0,1,0,3,5,4,4,2,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,70210,INFORMATION SECURITY MANAGEMENT,110401,Discontinued in 2014,6,7,6,4,5,1,0,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,80100,SCHOOL ADMINISTRATION & SUPERVISION,130401,Approved in 1996,5,147,146,137,111,87,82,46,69,43,65,66,65,52
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,80102,LEADERSHIP IN TECHNOLOGY INTEGRATIO,130501,Approved in 1999,1,12,42,17,59,31,5,5,6,6,8,15,3,3
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,80105,EFFECTIVE TEACHING OF READING,130101,Discontinued in 2019,14,22,11,13,7,2,1,0,0,0,0,0,0,0
Johns Hopkins University,POST BACCALAUREATE CERTIFICATE,80106,TECHNOLOGY FOR MULTIMEDIA INTERNET,130101,Discontinued in 2015,1,1,1,0,0,0,0,0,0,0,0,0,0,0
